"Cod_Estabelecimento","Estabelecimento","Cod_UO","UO","NUTS1","NUTS2","NUTS3","Distrito","Conselho","Subsistema_ensino","Tipo_ensino","Cod_curso","Curso","Nivel_forma","Cnaef_cod_grande_grupo","Cnaef_grande_grupo","Cnaef_cod_area_estudo","Cnaef_area_estudo","Cnaef_cod_area_edu_forma","Cnaef_area_edu_forma","Total","Sexo_h","Sexo_m","Estrangeiro","Portugues"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9089","Engenharia Civil","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","582","Construção Civil e Engenharia Civil","35","31","4","0","35"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9099","Engenharia do Ambiente","Licenciatura","800","Serviços","850","Protecção do Ambiente","851","Tecnologia de Protecção do Ambiente","9","4","5","0","9"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9119","Engenharia Informática","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","523","Electrónica e Automação","14","12","2","0","14"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9219","Psicologia","Licenciatura","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","311","Psicologia","5","0","5","0","5"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9238","Serviço Social","Licenciatura","700","Saúde e Protecção Social","760","Serviços Sociais","762","Trabalho Social e Orientação","19","2","17","0","19"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9269","Ciência Política e Relações Internacionais","Mestrado","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","313","Ciência Política e Cidadania","2","1","1","1","1"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9272","Ciências da Comunicação","Mestrado","300","Ciências Sociais, Comércio e Direito","320","Informação e Jornalismo","321","Jornalismo e Reportagem","11","2","9","0","11"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9286","Engenharia Informática","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","523","Electrónica e Automação","4","4","0","0","4"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9330","Serviço Social","Mestrado","700","Saúde e Protecção Social","760","Serviços Sociais","762","Trabalho Social e Orientação","2","0","2","0","2"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9402","Ciências Empresariais","Mestrado","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","345","Gestão e Administração","8","6","2","3","5"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9463","Psicologia","Mestrado","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","311","Psicologia","19","2","17","1","18"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9494","Ciências Farmacêuticas","Mestrado","700","Saúde e Protecção Social","720","Saúde","727","Ciências Farmacêuticas","96","26","70","1","95"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9502","Engenharia e Gestão da Qualidade","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","529","Engenharia e Técnicas Afins - programas não classificados noutra área de formação","4","1","3","0","4"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9507","Arquitectura e Urbanismo","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","581","Arquitectura e Urbanismo","6","6","0","0","6"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9548","Medicina Dentária","Mestrado","700","Saúde e Protecção Social","720","Saúde","724","Ciências Dentárias","101","37","64","4","97"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9554","Ciências da Nutrição","Licenciatura","700","Saúde e Protecção Social","720","Saúde","726","Terapia e Reabilitação","8","2","6","0","8"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9559","Engenharia e Gestão Ambiental","Mestrado","800","Serviços","850","Protecção do Ambiente","851","Tecnologia de Protecção do Ambiente","1","0","1","0","1"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","9569","Engenharia Civil","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","582","Construção Civil e Engenharia Civil","6","6","0","0","6"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","M113","Docência e Gestão da Educação","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","142","Ciências da Educação","2","0","2","0","2"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","M160","Políticas Públicas Urbanas","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","581","Arquitectura e Urbanismo","1","1","0","1","0"
"2750","Universidade Fernando Pessoa","2750","Universidade Fernando Pessoa","Continente","Norte","Grande Porto","Porto","Porto","Privado","Universitário","M192","Cooperação Internacional e Desenvolvimento","Mestrado","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","313","Ciência Política e Cidadania","2","1","1","0","2"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","5127","Educação","Doutoramento","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","142","Ciências da Educação","12","5","7","1","11"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","5378","Museologia","Doutoramento","200","Artes e Humanidades","220","Humanidades","225","História e Arqueologia","4","1","3","2","2"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","5380","Ciência Política","Doutoramento","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","313","Ciência Política e Cidadania","2","2","0","0","2"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","5424","Urbanismo","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","581","Arquitectura e Urbanismo","2","1","1","0","2"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6031","Ciências da Educação","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","142","Ciências da Educação","111","19","92","95","16"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6045","Ciências Documentais","Mestrado","300","Ciências Sociais, Comércio e Direito","320","Informação e Jornalismo","322","Biblioteconomia, Arquivo e Documentação (BAD)","13","0","13","0","13"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6147","Gestão de Unidades de Saúde","Mestrado","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","345","Gestão e Administração","4","1","3","1","3"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6274","Ciência das Religiões","Mestrado","200","Artes e Humanidades","220","Humanidades","221","Religião e Teologia","5","5","0","4","1"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6275","Ciências da Comunicação, Marketing e Publicidade","Mestrado","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","342","Marketing e Publicidade","6","3","3","0","6"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6276","Ciências Dermato-Cosméticas","Mestrado","400","Ciências, Matemática e Informática","420","Ciências da Vida","421","Biologia e Bioquímica","1","0","1","0","1"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6326","Psicologia da Educação","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","142","Ciências da Educação","3","1","2","0","3"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6330","Serviço Social e Política Social","Mestrado","700","Saúde e Protecção Social","760","Serviços Sociais","762","Trabalho Social e Orientação","4","0","4","1","3"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6334","Turismo","Mestrado","800","Serviços","810","Serviços Pessoais","812","Turismo e Lazer","7","3","4","2","5"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6387","Jornalismo, Política e História Contemporânea","Mestrado","300","Ciências Sociais, Comércio e Direito","320","Informação e Jornalismo","321","Jornalismo e Reportagem","1","0","1","1","0"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6388","Geografia e Desenvolvimento","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","581","Arquitectura e Urbanismo","1","0","1","0","1"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6414","Estudos Cinematográficos","Mestrado","200","Artes e Humanidades","210","Artes","213","Áudio-Visuais e Produção dos Media","1","1","0","0","1"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6419","Gerontologia Social","Mestrado","700","Saúde e Protecção Social","760","Serviços Sociais","762","Trabalho Social e Orientação","2","0","2","0","2"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6436","Ensino de Artes Visuais no 3.º Ciclo do Ensino Básico e Ensino Secundário","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","145","Formação de Professores de Áreas Disciplinares Específicas","18","5","13","0","18"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6449","Ensino de Biologia e de Geologia no 3.º C do Ens Básico e no Ens Secundário","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","145","Formação de Professores de Áreas Disciplinares Específicas","3","0","3","0","3"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6451","Ensino de Matemática no 3.º C. do Ensino Básico e no Secundário","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","145","Formação de Professores de Áreas Disciplinares Específicas","5","1","4","1","4"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6452","Ensino de Física e Química no 3º C. do Ensino Básico e no Ensino Secundário","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","145","Formação de Professores de Áreas Disciplinares Específicas","2","1","1","0","2"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6454","Ensino de Educação Física nos Ensinos Básico e Secundário","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","146","Formação de Professores e Formadores de Áreas Tecnológicas","27","20","7","1","26"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6457","Ensino de História e de Geografia no 3.º C. do Ens Bás. e no Ens Secundário","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","145","Formação de Professores de Áreas Disciplinares Específicas","3","2","1","0","3"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6459","Ensino de Filosofia no Ensino Secundário","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","145","Formação de Professores de Áreas Disciplinares Específicas","5","3","2","0","5"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6709","Psicologia do Trabalho em Contextos Internacionais e Interculturais","Mestrado","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","311","Psicologia","6","2","4","0","6"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6710","Reabilitação Urbana e Conservação do Património Arquitectónico","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","581","Arquitectura e Urbanismo","1","1","0","0","1"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6961","Treino Desportivo","Mestrado","800","Serviços","810","Serviços Pessoais","813","Desporto","6","6","0","0","6"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","6994","Administração, Acompanhamento e Regulação da Educação","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","142","Ciências da Educação","1","1","0","0","1"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","8158","Animação Digital","Licenciatura","200","Artes e Humanidades","210","Artes","213","Áudio-Visuais e Produção dos Media","4","4","0","1","3"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","8159","Produção Gráfica e Design","Licenciatura","200","Artes e Humanidades","210","Artes","213","Áudio-Visuais e Produção dos Media","10","5","5","0","10"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","8283","Estudos de Segurança","Licenciatura","800","Serviços","860","Serviços de Segurança","863","Segurança Militar","31","27","4","1","30"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","8335","Tradução e Escrita Criativa","Licenciatura","200","Artes e Humanidades","220","Humanidades","222","Línguas e Literaturas Estrangeiras","10","4","6","1","9"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","8376","Comunicação e Artes: Criação, Produção e Marketing das Artes","Licenciatura","200","Artes e Humanidades","210","Artes","211","Belas-Artes","4","0","4","1","3"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","8455","Ciência e Tecnologias do Som","Licenciatura","200","Artes e Humanidades","210","Artes","213","Áudio-Visuais e Produção dos Media","2","2","0","0","2"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9007","Artes Plásticas","Licenciatura","200","Artes e Humanidades","210","Artes","211","Belas-Artes","8","4","4","1","7"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9011","Biologia","Licenciatura","400","Ciências, Matemática e Informática","420","Ciências da Vida","421","Biologia e Bioquímica","14","4","10","0","14"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9018","Ciência das Religiões","Licenciatura","200","Artes e Humanidades","220","Humanidades","221","Religião e Teologia","7","6","1","0","7"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9020","Ciência Política e Relações Internacionais","Licenciatura","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","313","Ciência Política e Cidadania","38","22","16","20","18"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9021","Ciências Aeronáuticas","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","525","Construção e Reparação de Veículos a Motor","27","21","6","1","26"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9024","Ciências da Comunicação e da Cultura","Licenciatura","300","Ciências Sociais, Comércio e Direito","320","Informação e Jornalismo","321","Jornalismo e Reportagem","35","11","24","1","34"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9026","Ciências da Educação","Licenciatura","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","142","Ciências da Educação","7","1","6","1","6"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9049","Cinema, Vídeo e Comunicação Multimédia","Licenciatura","200","Artes e Humanidades","210","Artes","213","Áudio-Visuais e Produção dos Media","23","16","7","0","23"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9051","Comunicação Aplicada: Marketing, Publicidade e Relações Públicas","Licenciatura","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","342","Marketing e Publicidade","61","24","37","4","57"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9065","Contabilidade, Fiscalidade e Auditoria","Licenciatura","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","344","Contabilidade e Fiscalidade","38","13","25","9","29"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9069","Design","Licenciatura","200","Artes e Humanidades","210","Artes","214","Design","38","17","21","1","37"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9078","Direito","Licenciatura","300","Ciências Sociais, Comércio e Direito","380","Direito","380","Direito","92","43","49","20","72"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9081","Economia","Licenciatura","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","314","Economia","46","26","20","9","37"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9087","Engenharia Alimentar","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","540","Indústrias Transformadoras","541","Indústrias Alimentares","4","1","3","0","4"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9088","Engenharia Biotecnológica","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","524","Tecnologia dos Processos Químicos","9","1","8","1","8"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9089","Engenharia Civil","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","582","Construção Civil e Engenharia Civil","38","33","5","3","35"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9099","Engenharia do Ambiente","Licenciatura","800","Serviços","850","Protecção do Ambiente","851","Tecnologia de Protecção do Ambiente","8","7","1","0","8"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9104","Engenharia e Gestão Industrial","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","529","Engenharia e Técnicas Afins - programas não classificados noutra área de formação","1","1","0","0","1"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9109","Engenharia Electrotécnica","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","522","Electricidade e Energia","7","7","0","0","7"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9119","Engenharia Informática","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","523","Electrónica e Automação","29","26","3","1","28"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9136","Estudos Europeus e Relações Internacionais","Licenciatura","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","313","Ciência Política e Cidadania","6","3","3","2","4"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9144","Geografia e Desenvolvimento","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","581","Arquitectura e Urbanismo","10","6","4","3","7"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9152","Gestão de Empresas","Licenciatura","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","345","Gestão e Administração","94","49","45","18","76"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9157","Gestão de Recursos Humanos","Licenciatura","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","345","Gestão e Administração","88","24","64","20","68"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9181","História","Licenciatura","200","Artes e Humanidades","220","Humanidades","225","História e Arqueologia","13","12","1","0","13"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9186","Informática de Gestão","Licenciatura","400","Ciências, Matemática e Informática","480","Informática","481","Ciências Informáticas","19","19","0","2","17"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9219","Psicologia","Licenciatura","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","311","Psicologia","134","24","110","16","118"
"2800","Universidade Lusófona de Humanidades e Tecnologias","2800","Universidade Lusófona de Humanidades e Tecnologias","Continente","Lisboa","Grande Lisboa","Lisboa","Lisboa","Privado","Universitário","9238","Serviço Social","Licenciatura","700","Saúde e Protecção Social","760","Serviços Sociais","762","Trabalho Social e Orientação","59","6","53","13","46"
